id,S_id,S_name,S_cui_entrezid,S_semtypes,P_name,O_id,O_name,O_cui_entrezid,O_semtypes
D10232614.P7,D10232614.E15,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp,AUGMENTS,D10232614.E18,Hepatocarcinogenesis,,neop
D10232614.P8,D10232614.E23,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp,ASSOCIATED_WITH,D10232614.E24,Liver neoplasms,,neop
D10232614.P9,D10232614.E27,human cell line,,cell,PRODUCES,D10232614.E29,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp
D10232614.P10,D10232614.E40,Liver,,bpoc,LOCATION_OF,D10232614.E38,Neoplasms,,neop
D10232614.P11,D10232614.E70,Glycoproteins,,aapp,DISRUPTS,D10232614.E75,Secondary Neoplasm,,neop
D10232614.P12,D10232614.E82,hepatoma cell,,cell,LOCATION_OF,D10232614.E81,Polysaccharides,,orch
D10321688.P1,D10321688.E4,TP53 gene,,gngm,AFFECTS,D10321688.E5,Apoptosis,,celf
D10321688.P2,D10321688.E12,Cultured Cell Line,,cell,LOCATION_OF,D10321688.E11,Proto-Oncogene Proteins c-myc,,aapp
D10321688.P3,D10321688.E11,Proto-Oncogene Proteins c-myc,,aapp,DISRUPTS,D10321688.E9,Anger,,menp
D10321688.P4,D10321688.E20,human cell line,,cell,LOCATION_OF,D10321688.E16,Anaplastic Oligodendroglioma,,neop
D10321688.P5,D10321688.E52,Cells,,cell,LOCATION_OF,D10321688.E50,Agar,,orch
D10321688.P6,D10321688.E50,Agar,,orch,DISRUPTS,D10321688.E53,Cells,,cell
D10321688.P7,D10321688.E65,"Genes, Regulator",,gngm,INHIBITS,D10321688.E64,CDC25A gene,,gngm
D10321688.P8,D10321688.E80,,,gngm,AFFECTS,D10321688.E82,cell growth,,celf
D10321688.P9,D10321688.E80,,,gngm,AFFECTS,D10321688.E83,Apoptosis,,celf
D10340381.P1,D10340381.E5,Colorectal Cancer,,neop,PROCESS_OF,D10340381.E4,Homo sapiens,,humn
D10340381.P2,D10340381.E24,Hereditary Nonpolyposis Colorectal Cancer,,neop,PROCESS_OF,D10340381.E25,Patients,,humn
D10340381.P3,D10340381.E16,SMAD4 gene,,gngm,ASSOCIATED_WITH,D10340381.E18,Colorectal Neoplasms,,neop
D10340381.P4,D10340381.E17,SMAD2 gene,,gngm,ASSOCIATED_WITH,D10340381.E18,Colorectal Neoplasms,,neop
D10340381.P5,D10340381.E26,Mutation,,genf,COEXISTS_WITH,D10340381.E29,Signal Transduction,,celf
D10340381.P6,D10340381.E53,Neoplasms,,neop,COEXISTS_WITH,D10340381.E56,Adenoma,,neop
D10340381.P7,D10340381.E53,Neoplasms,,neop,COEXISTS_WITH,D10340381.E58,Carcinoma,,neop
D10340381.P8,D10340381.E53,Neoplasms,,neop,COEXISTS_WITH,D10340381.E60,Primary Carcinoma,,neop
D10340381.P9,D10340381.E53,Neoplasms,,neop,COEXISTS_WITH,D10340381.E63,Primary Carcinoma,,neop
D10340381.P10,D10340381.E54,SMAD4 gene,,gngm,PART_OF,D10340381.E53,Neoplasms,,neop
D10340381.P11,D10340381.E73,SMAD4 gene,,gngm,PART_OF,D10340381.E72,Secondary carcinoma,,neop
D10340381.P12,D10340381.E77,Secondary carcinoma,,neop,PROCESS_OF,D10340381.E79,Patients,,humn
D10340381.P13,D10340381.E85,One,,qnco,ISA,D10340381.E83,Result,,ftcn
D10340381.P14,D10340381.E84,SMAD4 gene,,gngm,ASSOCIATED_WITH,D10340381.E93,Carcinogenesis,,neop
D10340391.P1,D10340391.E2,PTEN Gene Inactivation,,comd,COEXISTS_WITH,D10340391.E3,Liver carcinoma,,neop
D10340391.P2,D10340391.E10,Malignant Neoplasms,,neop,PROCESS_OF,D10340391.E9,Homo sapiens,,humn
D10340391.P3,D10340391.E20,Liver carcinoma,,neop,ISA,D10340391.E29,Malignant Neoplasms,,neop
D10340391.P4,D10340391.E20,Liver carcinoma,,neop,ISA,D10340391.E25,Malignant Neoplasms,,neop
D10340391.P5,D10340391.E51,Exons,,bacs,PART_OF,D10340391.E52,TP53 gene,,aapp
D10340391.P6,D10340391.E69,Superior segmental bronchus,,bpoc,LOCATION_OF,D10340391.E66,PTEN gene,,aapp
D10353384.P1,D10353384.E1,Mutation,,genf,PROCESS_OF,D10353384.E3,"Neoplasms, Experimental",,emod
D10353384.P2,D10353384.E3,"Neoplasms, Experimental",,neop,PART_OF,D10353384.E4,Rodent,,mamm
D10353384.P3,D10353384.E5,Carcinogenesis,,neop,PROCESS_OF,D10353384.E6,Rodent,,mamm
D10353384.P4,D10353384.E20,Chemicals,,chem,CAUSES,D10353384.E19,Carcinogen effect,,inpo
D10353384.P5,D10353384.E42,Lung Neoplasms,,neop,AFFECTS,D10353384.E54,genotoxicity,,comd
D10353384.P6,D10353384.E81,methylene chloride,,orch,AUGMENTS,D10353384.E82,Cells,,cell
D10353384.P7,D10353384.E80,Neoplasms,,neop,CAUSES,D10353384.E89,Carcinogenesis,,neop
D10353384.P8,D10353384.E93,Neoplasms,,neop,PROCESS_OF,D10353384.E92,Rodent,,mamm
D10353384.P9,D10353384.E99,Homologous Gene,,gngm,PART_OF,D10353384.E98,Homo sapiens,,humn
D10353384.P10,D10353384.E99,Homologous Gene,,gngm,PART_OF,D10353384.E93,Neoplasms,,neop
D10353384.P11,D10353384.E103,Carcinogenesis,,neop,PROCESS_OF,D10353384.E104,Rodent,,mamm
D10374394.P1,D10374394.E4,Growth Factor,,aapp,AFFECTS,D10374394.E5,Liver carcinoma,,neop
D10374394.P2,D10374394.E2,Oncogenes,,aapp,AFFECTS,D10374394.E5,Liver carcinoma,,neop
D10374394.P3,D10374394.E3,Tumor Suppressor Genes,,aapp,AFFECTS,D10374394.E5,Liver carcinoma,,neop
D10374394.P4,D10374394.E29,TP53 gene,,gngm,ASSOCIATED_WITH,D10374394.E31,Liver carcinoma,,neop
D10374394.P5,D10374394.E30,CDKN2A gene,,gngm,ASSOCIATED_WITH,D10374394.E31,Liver carcinoma,,neop
D10374394.P6,D10374394.E41,Recurrent Malignant Neoplasm,,neop,MANIFESTATION_OF,D10374394.E44,Liver carcinoma,,neop
D10374394.P7,D10374394.E43,Secondary Neoplasm,,neop,MANIFESTATION_OF,D10374394.E44,Liver carcinoma,,neop
D10374394.P8,D10374394.E46,HRAS gene,,gngm,DISRUPTS,D10374394.E48,tumor growth,,neop
D10374394.P9,D10374394.E46,HRAS gene,,gngm,DISRUPTS,D10374394.E49,Secondary Neoplasm,,neop
D10374394.P10,D10374394.E50,Liver carcinoma,,neop,PROCESS_OF,D10374394.E51,"Mice, Nude",,mamm
D10374394.P11,D10374394.E57,Epidermal Growth Factor Receptor,,aapp,COEXISTS_WITH,D10374394.E58,Transforming Growth Factor alpha,,gngm
D10374394.P12,D10374394.E58,Transforming Growth Factor alpha,,aapp,ASSOCIATED_WITH,D10374394.E60,Recurrent Malignant Neoplasm,,neop
D10374394.P13,D10374394.E71,Liver carcinoma,,neop,PROCESS_OF,D10374394.E72,Patients,,humn
D10374394.P14,D10374394.E77,Growth Factor,,aapp,ASSOCIATED_WITH,D10374394.E79,Liver carcinoma,,neop
D10374394.P15,D10374394.E95,Recurrent Malignant Neoplasm,,neop,MANIFESTATION_OF,D10374394.E96,Liver carcinoma,,neop
D10374394.P16,D10374394.E97,HRAS gene,,aapp,TREATS,D10374394.E100,Recurrent Malignant Neoplasm,,neop
D10374394.P17,D10374394.E97,HRAS gene,,aapp,TREATS,D10374394.E101,Secondary Neoplasm,,neop
D10374394.P18,D10374394.E105,Liver carcinoma,,neop,PROCESS_OF,D10374394.E106,Patients,,humn
D10381126.P1,D10381126.E15,Malignant Neoplasms,,neop,PROCESS_OF,D10381126.E14,Homo sapiens,,humn
D10381126.P2,D10381126.E18,APC gene,,gngm,ASSOCIATED_WITH,D10381126.E19,Hepatocarcinogenesis,,neop
D10381126.P3,D10381126.E44,Polymerase Chain Reaction,,mbrt,METHOD_OF,D10381126.E43,polymorphism analysis,,diap
D10381126.P4,D10381126.E58,Liver carcinoma,,neop,PROCESS_OF,D10381126.E57,Homo sapiens,,humn
D10381126.P5,D10381126.E54,,,gngm,CAUSES,D10381126.E58,Liver carcinoma,,neop
D10381126.P6,D10381126.E53,PROC wt Allele,,gngm,CAUSES,D10381126.E58,Liver carcinoma,,neop
D10381922.P1,D10381922.E5,Liver carcinoma,,neop,PROCESS_OF,D10381922.E4,Patients,,humn
D10381922.P2,D10381922.E4,Patients,,humn,LOCATION_OF,D10381922.E1,TP53 gene,,aapp
D10381922.P3,D10381922.E1,TP53 gene,,gngm,ASSOCIATED_WITH,D10381922.E6,Hereditary hemochromatosis,,dsyn
D10381922.P4,D10381922.E12,Aflatoxin B1,,hops,CAUSES,D10381922.E13,Point Mutation,,comd
D10381922.P5,D10381922.E13,Point Mutation,,comd,PROCESS_OF,D10381922.E16,Persons,,humn
D10381922.P6,D10381922.E27,Liver carcinoma,,neop,PROCESS_OF,D10381922.E26,Patients,,humn
D10381922.P7,D10381922.E22,TP53 gene,,gngm,ASSOCIATED_WITH,D10381922.E24,Neoplastic Cell Transformation,,neop
D10381922.P8,D10381922.E36,Patients,,humn,LOCATION_OF,D10381922.E34,HCCS gene,,aapp
D10381922.P9,D10381922.E33,TP53 gene,,gngm,COEXISTS_WITH,D10381922.E34,HCCS gene,,gngm
D10381922.P10,D10381922.E43,Patients,,humn,LOCATION_OF,D10381922.E39,HCCS gene,,aapp
D10381922.P12,D10381922.E75,HCCS gene,,gngm,PART_OF,D10381922.E74,Northern European,,humn
D10381922.P13,D10381922.E70,TP53 gene,,gngm,compared_with,D10381922.E75,HCCS gene,,gngm
D10381922.P14,D10381922.E70,TP53 gene,,gngm,higher_than,D10381922.E75,HCCS gene,,gngm
D10383909.P1,D10383909.E4,3-nitrotyrosine,,aapp,INTERACTS_WITH,D10383909.E6,Diethylnitrosamine,,hops
D10383909.P2,D10383909.E3,"NOS2A protein, human",,aapp,INTERACTS_WITH,D10383909.E6,Diethylnitrosamine,,hops
D10383909.P3,D10383909.E6,Diethylnitrosamine,,hops,CAUSES,D10383909.E5,Rat Hepatic Neoplasm,,neop
D10383909.P4,D10383909.E4,3-nitrotyrosine,,aapp,ASSOCIATED_WITH,D10383909.E5,Rat Hepatic Neoplasm,,neop
D10383909.P5,D10383909.E3,"NOS2A protein, human",,aapp,ASSOCIATED_WITH,D10383909.E5,Rat Hepatic Neoplasm,,neop
D10383909.P6,D10383909.E10,Hepatitis B,,dsyn,COEXISTS_WITH,D10383909.E8,Liver and Intrahepatic Biliary Tract Carcinoma,,neop
D10383909.P7,D10383909.E10,Hepatitis B,,dsyn,ISA,D10383909.E9,Chronic inflammation,,patf
D10383909.P8,D10383909.E8,Liver and Intrahepatic Biliary Tract Carcinoma,,neop,PROCESS_OF,D10383909.E7,Homo sapiens,,humn
D10383909.P9,D10383909.E9,Chronic inflammation,,patf,COEXISTS_WITH,D10383909.E8,Liver and Intrahepatic Biliary Tract Carcinoma,,neop
D10383909.P10,D10383909.E13,Chronic inflammation,,patf,COEXISTS_WITH,D10383909.E15,Malignant Neoplasms,,neop
D10383909.P11,D10383909.E22,Inflammation,,patf,PREDISPOSES,D10383909.E23,Tumor Promotion,,neop
D10383909.P12,D10383909.E28,Peroxynitrite,,bacs,STIMULATES,D10383909.E34,Diethylnitrosamine,,hops
D10383909.P13,D10383909.E46,Liver carcinoma,,neop,ISA,D10383909.E45,Neoplasms,,neop
D10383909.P14,D10383909.E46,Liver carcinoma,,neop,PART_OF,D10383909.E47,Trabecular substance of bone,,tisu
D10383909.P15,D10383909.E58,Epithelium,,tisu,PART_OF,D10383909.E59,Bile duct adenoma,,neop
D10383909.P16,D10383909.E58,Epithelium,,tisu,PART_OF,D10383909.E61,Liver carcinoma,,neop
D10383909.P17,D10383909.E57,Muscle Cells,,cell,LOCATION_OF,D10383909.E53,"NOS2A protein, human",,aapp
D10383909.P18,D10383909.E54,oval cell,,cell,LOCATION_OF,D10383909.E53,"NOS2A protein, human",,aapp
D10383909.P19,D10383909.E79,Bile duct adenoma,,neop,COEXISTS_WITH,D10383909.E80,Neoplasms,,neop
D10383909.P20,D10383909.E63,Cytoplasm,,celc,LOCATION_OF,D10383909.E62,3-nitrotyrosine,,aapp
D10383909.P21,D10383909.E67,Hepatocyte,,cell,LOCATION_OF,D10383909.E62,3-nitrotyrosine,,aapp
D10383909.P22,D10383909.E93,Body tissue,,tisu,PART_OF,D10383909.E92,Neoplasms,,neop
D10383909.P23,D10383909.E84,Carcinogens,,hops,STIMULATES,D10383909.E87,Peroxynitrite,,bacs
D10383909.P24,D10383909.E84,Carcinogens,,hops,STIMULATES,D10383909.E86,"NOS2A protein, human",,gngm
D10383909.P25,D10383909.E108,Body tissue,,tisu,PART_OF,D10383909.E107,Neoplasms,,neop
D10383909.P26,D10383909.E96,"NOS2A protein, human",,aapp,CAUSES,D10383909.E97,Tissue damage,,inpo
D10383909.P27,D10383909.E102,Cells,,cell,LOCATION_OF,D10383909.E100,"NOS2A protein, human",,aapp
D10383909.P28,D10383909.E106,Capillary vessel,,bpoc,LOCATION_OF,D10383909.E100,"NOS2A protein, human",,aapp
D10385405.P1,D10385405.E5,Oligodeoxyribonucleotides,,nnon,AFFECTS,D10385405.E3,autocrine,,ortf
D10385405.P2,D10385405.E10,Transforming Growth Factor beta,,aapp,DISRUPTS,D10385405.E11,hepatocyte proliferation,,celf
D10385405.P3,D10385405.E8,activin A,,horm,PREVENTS,D10385405.E13,Liver mass,,dsyn
D10385405.P4,D10385405.E16,activin A,,aapp,AFFECTS,D10385405.E18,Growth,,orgf
D10385405.P5,D10385405.E28,"endothelial PAS domain protein 1, human",,aapp,PART_OF,D10385405.E27,human cell line,,cell
D10385405.P6,D10385405.E25,activin A,,aapp,COEXISTS_WITH,D10385405.E28,"endothelial PAS domain protein 1, human",,gngm
D10385405.P7,D10385405.E22,Aim,,phsu,AFFECTS,D10385405.E30,autocrine,,ortf
D10385405.P8,D10385405.E44,Cells,,cell,LOCATION_OF,D10385405.E43,activin A,,aapp
D10385645.P1,D10385645.E4,Malignant neoplasm of liver,,neop,PROCESS_OF,D10385645.E3,Homo sapiens,,humn
D10385645.P2,D10385645.E2,beta-Chemokines,,aapp,ASSOCIATED_WITH,D10385645.E4,Malignant neoplasm of liver,,neop
D10385645.P3,D10385645.E9,chemokine,,aapp,AFFECTS,D10385645.E12,Cell Adhesion,,celf
D10385645.P4,D10385645.E9,chemokine,,aapp,AFFECTS,D10385645.E13,Transendothelial Migration,,ortf
D10385645.P5,D10385645.E31,Liver neoplasms,,neop,PROCESS_OF,D10385645.E30,Homo sapiens,,humn
D10385645.P6,D10385645.E29,Lymphocyte,,cell,LOCATION_OF,D10385645.E27,chemokine,,aapp
D10385645.P7,D10385645.E21,Chemokine (C-C Motif) Ligand 4,,aapp,AFFECTS,D10385645.E23,T-Lymphocyte,,cell
D10385645.P8,D10385645.E44,allogeneic lymphocytes,,imft,INTERACTS_WITH,D10385645.E38,Ribonucleases,,aapp
D10385645.P9,D10385645.E55,CXC Chemokines,,aapp,INTERACTS_WITH,D10385645.E58,Chemokine (C-X-C Motif) Receptor 3,,aapp
D10385645.P10,D10385645.E74,"Endothelium, Vascular",,tisu,LOCATION_OF,D10385645.E73,chemokine,,aapp
D10385645.P11,D10385645.E80,Endothelium of sinusoid,,tisu,LOCATION_OF,D10385645.E73,chemokine,,aapp
D10385645.P12,D10385645.E87,Hep G2 Cells,,cell,PRODUCES,D10385645.E89,Chemotactic Factors,,bacs
D10385645.P13,D10385645.E97,Liver neoplasms,,neop,PROCESS_OF,D10385645.E96,Homo sapiens,,humn
D10385645.P14,D10385645.E97,Liver neoplasms,,neop,PRODUCES,D10385645.E98,receptor,,aapp
D10385645.P15,D10385645.E107,Endothelium,,tisu,PART_OF,D10385645.E106,Neoplasms,,neop
D10385645.P16,D10385645.E101,chemokine,,gngm,PART_OF,D10385645.E103,Liver carcinoma,,neop
D10385645.P17,D10385645.E107,Endothelium,,tisu,PRODUCES,D10385645.E105,Small Inducible Cytokine B9,,aapp
D10385645.P18,D10385645.E112,Hep G2 Cells,,cell,PRODUCES,D10385645.E113,Lymphocyte chemotactic factor,,aapp
D10389981.P1,D10389981.E2,MDM2 gene,,gngm,ASSOCIATED_WITH,D10389981.E5,Liver carcinoma,,neop
D10389981.P2,D10389981.E4,FHIT gene,,gngm,ASSOCIATED_WITH,D10389981.E6,Focal Nodular Hyperplasia,,dsyn
D10389981.P3,D10389981.E4,FHIT gene,,gngm,ASSOCIATED_WITH,D10389981.E5,Liver carcinoma,,neop
D10389981.P4,D10389981.E3,GAGE1 wt Allele,,gngm,ASSOCIATED_WITH,D10389981.E6,Focal Nodular Hyperplasia,,dsyn
D10389981.P5,D10389981.E3,GAGE1 wt Allele,,gngm,ASSOCIATED_WITH,D10389981.E5,Liver carcinoma,,neop
D10389981.P6,D10389981.E2,MDM2 gene,,gngm,ASSOCIATED_WITH,D10389981.E6,Focal Nodular Hyperplasia,,dsyn
D10389981.P7,D10389981.E14,Malignant Neoplasms,,neop,PROCESS_OF,D10389981.E13,Homo sapiens,,humn
D10389981.P8,D10389981.E9,Tumor Suppressor Genes,,gngm,ASSOCIATED_WITH,D10389981.E14,Malignant Neoplasms,,neop
D10389981.P9,D10389981.E11,"Genes, Neoplasm",,gngm,ASSOCIATED_WITH,D10389981.E14,Malignant Neoplasms,,neop
D10389981.P10,D10389981.E26,Hepatocyte,,cell,PART_OF,D10389981.E25,Homo sapiens,,humn
D10389981.P11,D10389981.E45,Exons,,bacs,ASSOCIATED_WITH,D10389981.E46,Liver carcinoma,,neop
D10389981.P12,D10389981.E51,GAGE1 wt Allele,,gngm,ASSOCIATED_WITH,D10389981.E53,Liver carcinoma,,neop
D10389981.P13,D10389981.E64,MDM2 gene,,gngm,ASSOCIATED_WITH,D10389981.E66,Focal Nodular Hyperplasia,,dsyn
D10389981.P14,D10389981.E63,GAGE1 wt Allele,,gngm,ASSOCIATED_WITH,D10389981.E66,Focal Nodular Hyperplasia,,dsyn
D10395325.P1,D10395325.E2,HPSE gene,,gngm,PART_OF,D10395325.E1,Mammals,,mamm
D10395325.P2,D10395325.E3,gene cloning,,lbpr,DIAGNOSES,D10395325.E5,Tumor Progression,,neop
D10395325.P3,D10395325.E3,gene cloning,,lbpr,DIAGNOSES,D10395325.E6,Secondary Neoplasm,,neop
D10395325.P4,D10395325.E21,Liver neoplasms,,neop,PROCESS_OF,D10395325.E20,Homo sapiens,,humn
D10395325.P5,D10395325.E52,Breast,,bpoc,PART_OF,D10395325.E51,Homo sapiens,,humn
D10395325.P6,D10395325.E48,Proteins,,aapp,PART_OF,D10395325.E49,Cultured Cell Line,,cell
D10395325.P7,D10395325.E46,HPSE gene,,aapp,PART_OF,D10395325.E49,Cultured Cell Line,,cell
D10395325.P8,D10395325.E68,HPSE gene,,gngm,PART_OF,D10395325.E67,Mammals,,mamm
D10395325.P9,D10395325.E68,HPSE gene,,gngm,ASSOCIATED_WITH,D10395325.E70,Neoplasm Metastasis,,neop
D10395325.P10,D10395325.E75,Early Diagnosis,,diap,USES,D10395325.E74,Molecular Probes,,irda
D10395376.P1,D10395376.E9,gene therapy,,topp,TREATS,D10395376.E10,Liver carcinoma,,neop
D10395376.P2,D10395376.E22,EGR1 gene,,gngm,ISA,D10395376.E21,Genes,,gngm
D10395376.P3,D10395376.E34,EGR1 gene,,gngm,ISA,D10395376.E33,Genes,,gngm
D10395376.P4,D10395376.E34,EGR1 gene,,gngm,PART_OF,D10395376.E36,Liver carcinoma,,neop
D10395376.P5,D10395376.E44,EGR1 gene,,gngm,ISA,D10395376.E43,Genes,,gngm
D10395376.P6,D10395376.E51,MIR7-3HG gene,,gngm,PART_OF,D10395376.E50,human cell line,,cell
D10395376.P7,D10395376.E54,Assay,,lbpr,USES,D10395376.E53,Luciferases,,aapp
D10395376.P8,D10395376.E48,Hepatocyte,,cell,LOCATION_OF,D10395376.E52,,,aapp
D10395376.P9,D10395376.E48,Hepatocyte,,cell,LOCATION_OF,D10395376.E44,EGR1 gene,,aapp
D10395376.P10,D10395376.E48,Hepatocyte,,cell,LOCATION_OF,D10395376.E51,MIR7-3HG gene,,aapp
D10395376.P11,D10395376.E58,EGR1 gene,,gngm,ISA,D10395376.E57,Genes,,gngm
D10395376.P12,D10395376.E58,EGR1 gene,,gngm,AUGMENTS,D10395376.E63,Cultured Cell Line,,cell
D10395376.P13,D10395376.E90,Combined Modality Therapy,,topp,USES,D10395376.E92,Ganciclovir,,phsu
D10395376.P14,D10395376.E101,Liver neoplasms,,neop,PROCESS_OF,D10395376.E102,"Mice, Nude",,mamm
D10395376.P15,D10395376.E106,Neoplasms,,neop,PROCESS_OF,D10395376.E111,Mus,,mamm
D10395376.P16,D10395376.E115,Neoplasms,,neop,PROCESS_OF,D10395376.E117,Mus,,mamm
D10395376.P17,D10395376.E126,Therapeutic procedure,,topp,USES,D10395376.E125,HSV-Tk Gene,,aapp
D10397245.P1,D10397245.E2,Immunotherapy,,topp,USES,D10397245.E1,AFP gene,,aapp
D10397245.P2,D10397245.E2,Immunotherapy,,topp,TREATS,D10397245.E3,Liver carcinoma,,neop
D10397245.P3,D10397245.E6,Liver carcinoma,,neop,PROCESS_OF,D10397245.E5,Homo sapiens,,humn
D10397245.P4,D10397245.E6,Liver carcinoma,,neop,PRODUCES,D10397245.E7,AFP gene,,aapp
D10397245.P5,D10397245.E15,Dendritic Cells,,cell,PRODUCES,D10397245.E16,,,aapp
D10397245.P6,D10397245.E28,Plasmids,,bacs,PART_OF,D10397245.E27,,,aapp
D10397245.P7,D10397245.E40,gene therapy,,topp,TREATS,D10397245.E42,Disease,,dsyn
D10402169.P1,D10402169.E29,Toxic Epidermal Necrolysis,,dsyn,PROCESS_OF,D10402169.E30,"Mice, Nude",,mamm
D10402169.P2,D10402169.E25,Nodule,,acab,PART_OF,D10402169.E24,Neoplasms,,neop
D10402169.P3,D10402169.E26,Injection procedure,,topp,PRECEDES,D10402169.E25,Nodule,,acab
D10402169.P4,D10402169.E20,Human Herpesvirus 5 species,,virs,PROCESS_OF,D10402169.E30,"Mice, Nude",,mamm
D10402169.P5,D10402169.E59,,,gngm,COEXISTS_WITH,D10402169.E64,HCCS gene,,gngm
D10408872.P1,D10408872.E1,CYP1A1 gene,,gngm,ASSOCIATED_WITH,D10408872.E5,"Hepatitis B, Chronic",,dsyn
D10408872.P2,D10408872.E6,Cigarette smoke (substance),,hops,PREDISPOSES,D10408872.E9,Liver carcinoma,,neop
D10408872.P3,D10408872.E11,"CYP1A1 protein, human",,aapp,CONVERTS_TO,D10408872.E16,Carcinogens,,hops
D10408872.P4,D10408872.E20,"CYP1A1 protein, human",,aapp,PREDISPOSES,D10408872.E22,Liver carcinoma,,neop
D10408872.P5,D10408872.E27,"CYP1A1 protein, human",,aapp,ASSOCIATED_WITH,D10408872.E34,"Hepatitis B, Chronic",,dsyn
D10408872.P6,D10408872.E46,"CYP1A1 protein, human",,aapp,PREDISPOSES,D10408872.E47,Liver carcinoma,,neop
D10408872.P7,D10408872.E65,"CYP1A1 protein, human",,gngm,PRODUCES,D10408872.E62,Glutathione S-Transferase,,aapp
D10408872.P8,D10408872.E58,Alleles,,gngm,PREDISPOSES,D10408872.E54,Liver carcinoma,,neop
D10408872.P9,D10408872.E70,TMPRSS13 gene,,gngm,ASSOCIATED_WITH,D10408872.E74,Liver carcinoma,,neop
D10408872.P10,D10408872.E78,"Polycyclic Hydrocarbons, Aromatic",,orch,PREDISPOSES,D10408872.E79,Liver carcinoma,,neop
D10408872.P11,D10408872.E82,"CYP1A1 protein, human",,aapp,PREDISPOSES,D10408872.E79,Liver carcinoma,,neop
D10408872.P12,D10408872.E89,"CYP1A1 protein, human",,aapp,AUGMENTS,D10408872.E96,Liver carcinoma,,neop
D10411141.P1,D10411141.E7,Hepatocarcinogenesis,,neop,PROCESS_OF,D10411141.E6,Rattus norvegicus,,mamm
D10411141.P2,D10411141.E18,FOXD3 gene,,gngm,ASSOCIATED_WITH,D10411141.E14,Hepatocarcinogenesis,,neop
D10411141.P3,D10411141.E31,Hepatic,,blor,LOCATION_OF,D10411141.E32,Neoplasms,,neop
D10411141.P4,D10411141.E26,Hepatocarcinogenesis,,neop,PROCESS_OF,D10411141.E25,Rattus norvegicus,,mamm
D10411141.P5,D10411141.E30,Tumor Suppressor Genes,,gngm,ASSOCIATED_WITH,D10411141.E32,Neoplasms,,neop
D10411141.P6,D10411141.E34,SSCP Analysis,,mbrt,USES,D10411141.E33,Polymerase Chain Reaction,,mbrt
D10411141.P7,D10411141.E49,Liver carcinoma,,neop,PROCESS_OF,D10411141.E48,Homo sapiens,,humn
D10411141.P8,D10411141.E47,Open Reading Frames,,gngm,ASSOCIATED_WITH,D10411141.E49,Liver carcinoma,,neop
D10411141.P9,D10411141.E55,APC gene,,gngm,PART_OF,D10411141.E54,Rattus norvegicus,,mamm
D10411141.P10,D10411141.E60,Tumorigenicity,,patf,PROCESS_OF,D10411141.E59,Rattus norvegicus,,mamm
D10411141.P11,D10411141.E55,APC gene,,gngm,ASSOCIATED_WITH,D10411141.E60,Tumorigenicity,,patf
D10411141.P12,D10411141.E67,Liver,,bpoc,LOCATION_OF,D10411141.E66,Neoplasms,,neop
D10411141.P13,D10411141.E72,Hepatic,,blor,LOCATION_OF,D10411141.E66,Neoplasms,,neop
D10411141.P14,D10411141.E107,Hepatocarcinogenesis,,neop,PROCESS_OF,D10411141.E106,Rattus norvegicus,,mamm
D10411141.P15,D10411141.E110,TP53 gene,,gngm,COEXISTS_WITH,D10411141.E117,Genes,,gngm
D10411141.P16,D10411141.E109,APC gene,,gngm,COEXISTS_WITH,D10411141.E117,Genes,,gngm
D10411141.P17,D10411141.E108,"IGF2R protein, human",,gngm,COEXISTS_WITH,D10411141.E117,Genes,,gngm
D10411141.P18,D10411141.E119,Hepatocarcinogenesis,,neop,PROCESS_OF,D10411141.E120,Rattus norvegicus,,mamm
D10424738.P1,D10424738.E2,Carcinoembryonic Antigen,,aapp,ASSOCIATED_WITH,D10424738.E3,Secondary malignant neoplasm of liver,,neop
D10424738.P2,D10424738.E27,Carcinoembryonic Antigen,,aapp,AFFECTS,D10424738.E28,Facilitation,,ortf
D10424738.P3,D10424738.E55,Anchoring procedure,,topp,USES,D10424738.E54,GTPBP1 gene,,aapp
D10424738.P4,D10424738.E48,"DNA, Complementary",,nnon,AFFECTS,D10424738.E41,Anabolism,,biof
D10424738.P5,D10424738.E38,"DNA, Complementary",,nnon,AFFECTS,D10424738.E41,Anabolism,,biof
D10424738.P6,D10424738.E48,"DNA, Complementary",,nnon,AFFECTS,D10424738.E49,Anabolism,,biof
D10424738.P7,D10424738.E38,"DNA, Complementary",,nnon,AFFECTS,D10424738.E49,Anabolism,,biof
D10424738.P8,D10424738.E63,Carcinoembryonic Antigen,,aapp,PART_OF,D10424738.E64,Cells,,cell
D10424738.P9,D10424738.E63,Carcinoembryonic Antigen,,aapp,PART_OF,D10424738.E67,Membrane,,celc
D10424738.P10,D10424738.E107,Injection procedure,,topp,METHOD_OF,D10424738.E102,Xenograft procedure,,topp
D10428217.P1,D10428217.E22,"Genes, Essential",,gngm,INTERACTS_WITH,D10428217.E23,Tumor Promoters,,hops
D10428217.P2,D10428217.E35,Adult,,humn,LOCATION_OF,D10428217.E28,AFP gene,,aapp
D10428217.P3,D10428217.E32,Liver carcinoma,,neop,PROCESS_OF,D10428217.E31,Patients,,humn
D10428217.P4,D10428217.E44,,,gngm,PART_OF,D10428217.E43,Homo sapiens,,humn
D10428217.P5,D10428217.E56,Lung,,bpoc,PART_OF,D10428217.E55,Homo sapiens,,humn
